plant_species,synonyms,family,native_introduced,color,fleshy_dry,dehiscent_indehiscent,number_s_per_f,number_s_per_f_uncertainty,number_s_per_f_lower_bound,number_s_per_f_upper_bound,number_s_per_f_sd_se,number_s_per_f_sample_size,s_length,s_length_uncertainty,s_length_lower_bound,s_length_upper_bound,s_length_sd_se,s_length_sample_size,s_width,s_width_uncertainty,s_width_lower_bound,s_width_upper_bound,s_width_sd_se,s_width_sample_size,s_mass,dry_wet_s,s_mass_uncertainty,s_mass_lower_bound,s_mass_upper_bound,s_mass_sd_se,s_mass_sample_size,f_length,f_length_uncertainty,f_length_lower_bound,f_length_upper_bound,f_length_sd_se,f_length_sample_size,f_width,f_width_uncertainty,f_width_lower_bound,f_width_upper_bound,f_width_sd_se,f_width_sample_size,f_mass,dry_wet_f,f_mass_uncertainty,f_mass_lower_bound,f_mass_upper_bound,f_mass_sd_se,f_mass_sample_size,citations
Lecythis pisonis,,,,,,,NA,Range,40,50,NA,0,130.5,None Specified,NA,NA,NA,1,63.7,None Specified,NA,NA,NA,1,7.35,NA,None Specified,NA,NA,NA,0,139,None Specified,NA,NA,NA,0,123,Range,121,125,NA,0,NA,,,NA,NA,NA,NA,"Guimarães 2008, Smith 2016, Rosa 2019, García-Ramis 1991, Huang 2015"
Lecythis pisonis,,,,,,,13,None Specified,NA,NA,NA,0,38.3,None Specified,NA,NA,NA,0,21.9,None Specified,NA,NA,NA,0,9.38,NA,None Specified,NA,NA,NA,0,168,None Specified,NA,NA,NA,0,140,Range,138,141,NA,0,2037,NA,None Specified,NA,NA,NA,0,"Guimarães 2008, Smith 2016, Rosa 2019, García-Ramis 1991, Huang 2015"
Lecythis pisonis,,,,,,,15,None Specified,NA,NA,NA,0,48.1,None Specified,NA,NA,NA,0,26.3,None Specified,NA,NA,NA,0,11.59,NA,None Specified,NA,NA,NA,0,162,None Specified,NA,NA,NA,0,139,Range,136,141,NA,0,2467,NA,None Specified,NA,NA,NA,0,"Guimarães 2008, Smith 2016, Rosa 2019, García-Ramis 1991, Huang 2015"
Lecythis pisonis,,,,,,,15,None Specified,NA,NA,NA,0,37.9,None Specified,NA,NA,NA,0,20.6,None Specified,NA,NA,NA,0,16.06,NA,None Specified,NA,NA,NA,0,198,None Specified,NA,NA,NA,0,156,Range,155,157,NA,0,1662,NA,None Specified,NA,NA,NA,0,"Guimarães 2008, Smith 2016, Rosa 2019, García-Ramis 1991, Huang 2015"
Lecythis pisonis,,,,,,,16,None Specified,NA,NA,NA,0,45,None Specified,NA,NA,NA,0,22.7,None Specified,NA,NA,NA,0,12.26,NA,None Specified,NA,NA,NA,0,182,None Specified,NA,NA,NA,0,171,Range,168,174,NA,0,2964,NA,None Specified,NA,NA,NA,0,"Guimarães 2008, Smith 2016, Rosa 2019, García-Ramis 1991, Huang 2015"
Lecythis pisonis,,,,,,,19,None Specified,NA,NA,NA,0,34.7,None Specified,NA,NA,NA,0,20.6,None Specified,NA,NA,NA,0,12.49,NA,None Specified,NA,NA,NA,0,201,None Specified,NA,NA,NA,0,168,Range,166,169,NA,0,1034,NA,None Specified,NA,NA,NA,0,"Guimarães 2008, Smith 2016, Rosa 2019, García-Ramis 1991, Huang 2015"
Lecythis pisonis,,,,,,,20,None Specified,NA,NA,NA,0,43,None Specified,NA,NA,NA,0,25.5,None Specified,NA,NA,NA,0,6.95,NA,None Specified,NA,NA,NA,0,203,None Specified,NA,NA,NA,0,148,Range,145,151,NA,0,1399,NA,None Specified,NA,NA,NA,0,"Guimarães 2008, Smith 2016, Rosa 2019, García-Ramis 1991, Huang 2015"
Lecythis pisonis,,,,,,,20,None Specified,NA,NA,NA,0,46.2,None Specified,NA,NA,NA,0,22.4,None Specified,NA,NA,NA,0,10.11,NA,None Specified,NA,NA,NA,0,179,None Specified,NA,NA,NA,0,142,Range,138,145,NA,0,2652,NA,None Specified,NA,NA,NA,0,"Guimarães 2008, Smith 2016, Rosa 2019, García-Ramis 1991, Huang 2015"
Lecythis pisonis,,,,,,,21,None Specified,NA,NA,NA,0,45.7,None Specified,NA,NA,NA,0,21.6,None Specified,NA,NA,NA,0,13.39,NA,None Specified,NA,NA,NA,0,195,None Specified,NA,NA,NA,0,161,Range,160,162,NA,0,2688,NA,None Specified,NA,NA,NA,0,"Guimarães 2008, Smith 2016, Rosa 2019, García-Ramis 1991, Huang 2015"
Lecythis pisonis,,,,,,,23,None Specified,NA,NA,NA,0,47.2,None Specified,NA,NA,NA,0,26.8,None Specified,NA,NA,NA,0,9.36,NA,None Specified,NA,NA,NA,0,196,None Specified,NA,NA,NA,0,173,Range,169,177,NA,0,2871,NA,None Specified,NA,NA,NA,0,"Guimarães 2008, Smith 2016, Rosa 2019, García-Ramis 1991, Huang 2015"
Lecythis pisonis,,,,,,,23,None Specified,NA,NA,NA,0,37.5,None Specified,NA,NA,NA,0,18.5,None Specified,NA,NA,NA,0,11.43,NA,None Specified,NA,NA,NA,0,195,None Specified,NA,NA,NA,0,170,Range,169,172,NA,0,2388,NA,None Specified,NA,NA,NA,0,"Guimarães 2008, Smith 2016, Rosa 2019, García-Ramis 1991, Huang 2015"
Lecythis pisonis,,,,,,,25,None Specified,NA,NA,NA,0,39.2,None Specified,NA,NA,NA,0,22.1,None Specified,NA,NA,NA,0,14.13,NA,None Specified,NA,NA,NA,0,191,None Specified,NA,NA,NA,0,161,Range,160,162,NA,0,3057,NA,None Specified,NA,NA,NA,0,"Guimarães 2008, Smith 2016, Rosa 2019, García-Ramis 1991, Huang 2015"
Lecythis pisonis,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,290.7,None Specified,NA,NA,NA,1,197.1,None Specified,NA,NA,NA,1,NA,,,NA,NA,NA,NA,"Guimarães 2008, Smith 2016, Rosa 2019, García-Ramis 1991, Huang 2015"
Lecythis pneumatophora,,Lecythidaceae,N,Brown,D,D,NA,,NA,NA,NA,NA,NA,Range,40,50,NA,0,NA,Range,25,30,NA,0,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,https://www.jstor.org/stable/i400007
Lecythis poiteaui,"Eschweilera poiteaui, Jugastrum poiteaui, Chytroma foetida, Lecythis racemiflora",Lecythidaceae,N,Brown,D,D,NA,Range,4,6,NA,0,NA,Range,25,30,NA,0,NA,Range,15,25,NA,0,NA,,,NA,NA,NA,NA,NA,Range,55,105,NA,0,NA,Range,35,80,NA,0,NA,,,NA,NA,NA,NA,"http://www.tropicaltimber.info/specie/jarana-amarela-lecythis-poiteaui/, https://sweetgum.nybg.org/science/projects/lp/taxon-details/?irn=133681"
Leonia glycycarpa,Leonia glycicarpa,Violaceae,N,Brown,F,I,19.5,None Specified,NA,NA,NA,6,16,None Specified,NA,NA,NA,5,8.475,None Specified,NA,NA,NA,5,0.38450617,W,None Specified,NA,NA,NA,5,55,None Specified,NA,NA,NA,5,52.5,None Specified,NA,NA,NA,5,22.885,D,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002, Foster 1985, White 1986"
Leonia glycycarpa,,,,,,,19.75,None Specified,NA,NA,NA,5,NA,,NA,NA,NA,NA,9,None Specified,NA,NA,NA,6,0.717,W,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,68.3225,W,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002, Foster 1985, White 1986"
Leonia glycycarpa,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.23723312,D,None Specified,NA,NA,NA,5,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Stevenson 2023, Stevenson 2002, Foster 1985, White 1986"
Leonia glycycarpa,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.75,W,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Stevenson 2023, Stevenson 2002, Foster 1985, White 1986"
Lepidagathis alopecuroidea,"Aetheilema alopecuroidea, Ruellia alopecuroidea, Teliostachya alopecuroidea, Adenosma chenopodiifolia, Aetheilema haenkei, Justicia procumbens, Lepidagathis hyssopifolia, Lepidagathis laguroidea, Lepidagathis lanceolata, Lepidagathis laurentii, Ruellia chenopodiifolia, Ruellia lagopodes, Teliostachya hyssopifolia, Teliostachya laguroidea, Teliostachya lanceolata, Teliostachya petraea ",Acanthaceae,N,Brown,D,D,4,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,https://books.google.com/books?id=QF3I__lWAKAC&dq=%22Ruellia+alopecuroidea%22+AND+fruit&lr=&source=gbs_navlinks_s
Licania membranacea,"Caraipa latifolia, Licania galibica",Chrysobalanaceae,N,Orange,F,I,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.37,D,None Specified,NA,NA,NA,10,16.222,SD,NA,NA,2.325101841,8,7.793777778,SD,NA,NA,0.934944621,9,NA,,,NA,NA,NA,NA,"Norden 2009, https://collections-botany.fieldmuseum.org/catalogue/3112720, "
Licania platypus,Moquilea platypus,Chrysobalanaceae,N,Yellow,F,I,1,None Specified,NA,NA,NA,0,100,None Specified,NA,NA,NA,0,60,None Specified,NA,NA,NA,0,6.3,NA,None Specified,NA,NA,NA,0,140,None Specified,NA,NA,NA,0,120,None Specified,NA,NA,NA,0,NA,,,NA,NA,NA,NA,"Brewer 1999, Camargo-Sanabria 2016"
Licania platypus,,,,,,,1,None Specified,NA,NA,NA,0,100,None Specified,NA,NA,NA,0,60,None Specified,NA,NA,NA,0,5.1,D,None Specified,NA,NA,NA,0,140,None Specified,NA,NA,NA,0,120,None Specified,NA,NA,NA,0,NA,,,NA,NA,NA,NA,"Brewer 1999, Camargo-Sanabria 2016"
Lindera melissifolia,,Lauraceae,Y,Red,F,I,1,None Specified,NA,NA,NA,0,4.4,SD,NA,NA,0.529150262,3,4.033333333,SD,NA,NA,0.37859389,3,0.1,W,SE,NA,NA,0.001,10,9.75,SD,NA,NA,0.793725393,4,7.204,SD,NA,NA,0.341026392,3,0.23,W,SE,NA,NA,0.01,10,"Connor 2007, https://books.google.com/books?id=2VawQPVDLvYC&dq=Manual+of+the+vascular+flora+of+the+Carolinas.&lr=&source=gbs_navlinks_s, https://collections-botany.fieldmuseum.org/catalogue/205435"
Lithraea molleoides,Schinus molleoides,Anacardiaceae,N,Green,F,I,1,None Specified,NA,NA,NA,10,3.5,None Specified,NA,NA,NA,0,3.426666667,SD,NA,NA,0.47143172,6,0.03347,NA,SD,NA,NA,0.00619,5,6,None Specified,NA,NA,NA,0,6.023166667,SD,NA,NA,0.463404758,12,0.08,W,SD,NA,NA,0.018,50,"Urceley 2019, Chiapero 2021, Alves-Costa 2007, https://fm-digital-assets.fieldmuseum.org/714/381/V0204144F.jpg"
Lithraea molleoides,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.064,NA,SD,NA,NA,0.0047,6,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.088,W,SD,NA,NA,0.019,50,"Urceley 2019, Chiapero 2021, Alves-Costa 2007, https://fm-digital-assets.fieldmuseum.org/714/381/V0204144F.jpg"
Longsdorphia hypogaea,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,
Ludovia lancifolia,"Carludovica lancifolia, Carludovica disticha, Ludovia crenifolia",Cyclanthaceae,N,Yellow,D,I,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,
Maclura tinctoria,"Broussonetia plumerii, Broussonetia tinctoria, Broussonetia zanthoxylon, Chlorophora mollis, Chlorophora reticulata, Chlorophora tinctora, Fusticus tataiba, Fusticus tinctorius, Fusticus vera, Fusticus zanthoxylon, Ioxylon mora, Maclura affinis, Maclura chlorocarpa, Maclura mora, Maclura plumerii, Maclura polyneura, Maclura sempervirens, Maclura sieberi, Maclura subintegerrima, Maclura trilobata, Maclura velutina, Maclura zanthoxylon, Morus tinctoria, Morus zanthoxylon",Moraceae,N,Green,F,I,NA,,NA,NA,NA,NA,2.5,None Specified,NA,NA,NA,1,1.9,None Specified,NA,NA,NA,1,0.0017408,NA,None Specified,NA,NA,NA,1000,24,None Specified,NA,NA,NA,0,31.65,SD,NA,NA,6.151828996,2,NA,,,NA,NA,NA,NA,"Oyama 2011, Alves-Costa 2007, https://ser-sid.org/species/800430b4-9be3-4b73-966e-9148caeccc82"
Maclura tinctoria,,,,,,,NA,,NA,NA,NA,NA,2.7,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,0.0074092,NA,None Specified,NA,NA,NA,1000,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Alves-Costa 2007, https://ser-sid.org/species/800430b4-9be3-4b73-966e-9148caeccc82"
Macrolobium angustifolium,"Macrobolium chrysostachyum, Macrobolium hymeneifolium, Vouapa angustifolia, Vouapa chrysostachya",Fabaceae,N,Green,D,I,NA,,NA,NA,NA,NA,NA,Range,30,40,NA,0,NA,Range,25,35,NA,0,4.5584,NA,None Specified,NA,NA,NA,0,72.25733333,SD,NA,NA,5.768887617,3,43.86233333,SD,NA,NA,5.262401005,3,10.85,NA,None Specified,NA,NA,NA,0,"Cowan 1953, Souza 2023, http://legacy.tropicos.org/Image/100467833"
Mangifera indica,,Anacardiaceae,Y,Yellow,F,I,1,None Specified,NA,NA,NA,0,77,SE,NA,NA,9,46,18.5,None Specified,NA,NA,NA,1,4.5,D,None Specified,NA,NA,NA,10,11.2,SD,NA,NA,0.6,5,8,SD,NA,NA,0.4,5,250,W,None Specified,NA,NA,NA,0,"Lazure 2010, Motta-Junior 2002, Daws 2005, Bally 2006, Palafox-Carlos 2012, Ueda 2000, https://www.tropicos.org/image/100396639"
Mangifera indica,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Range,50,2000,NA,0,"Lazure 2010, Motta-Junior 2002, Daws 2005, Bally 2006, Palafox-Carlos 2012, Ueda 2000, https://www.tropicos.org/image/100396639"
Mangifera indica,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Range,200,300,NA,0,"Lazure 2010, Motta-Junior 2002, Daws 2005, Bally 2006, Palafox-Carlos 2012, Ueda 2000, https://www.tropicos.org/image/100396639"
Mangifera indica,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,384,NA,SD,NA,NA,48.7,5,"Lazure 2010, Motta-Junior 2002, Daws 2005, Bally 2006, Palafox-Carlos 2012, Ueda 2000, https://www.tropicos.org/image/100396639"
Manilkara bidentata,"Mimusops bidentata, Manilkara balata",Sapotaceae,N,Red,F,I,1.1,SE,NA,NA,0.1,107,11,SE,NA,NA,0.2,20,6,SE,NA,NA,0.1,20,1.1,D,None Specified,NA,NA,NA,40,36.32,SD,NA,NA,3.346191865,5,32.42,SD,NA,NA,3.729879355,5,14.3,W,SE,NA,NA,0.3,107,"Forget 2001, Coutant 2022, Roosmalen 2000. Boissier 2020, Oliveira 2000, Baraloto 2007, Anderson 2000, Ratiarison 2011, https://books.google.com/books?hl=en&lr=&id=xJbXTx7c9IUC&oi=fnd&pg=PR9&dq=Common+trees+of+Puerto+Rico+and+the+Virgin+Islands&ots=3aQUNIfutz&sig=sM80eMHInG8wSx2ybWFKWE9Cqm8#v=onepage&q=bidentata&f=false"
Manilkara bidentata,,,,,,,1,None Specified,NA,NA,NA,0,NA,Range,9,26,NA,0,NA,Range,10,12,NA,0,1.72,W,SE,NA,NA,0.04,111,31.5,SD,NA,NA,0.848528137,2,29.65,SD,NA,NA,0.777817459,2,NA,,,NA,NA,NA,NA,"Forget 2001, Coutant 2022, Roosmalen 2000. Boissier 2020, Oliveira 2000, Baraloto 2007, Anderson 2000, Ratiarison 2011, https://books.google.com/books?hl=en&lr=&id=xJbXTx7c9IUC&oi=fnd&pg=PR9&dq=Common+trees+of+Puerto+Rico+and+the+Virgin+Islands&ots=3aQUNIfutz&sig=sM80eMHInG8wSx2ybWFKWE9Cqm8#v=onepage&q=bidentata&f=false"
Manilkara bidentata,,,,,,,NA,,NA,NA,NA,NA,29.6,SD,NA,NA,0.848528137,2,16.8,SD,NA,NA,1.414213562,2,NA,NA,Range,1,2,NA,100,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Forget 2001, Coutant 2022, Roosmalen 2000. Boissier 2020, Oliveira 2000, Baraloto 2007, Anderson 2000, Ratiarison 2011, https://books.google.com/books?hl=en&lr=&id=xJbXTx7c9IUC&oi=fnd&pg=PR9&dq=Common+trees+of+Puerto+Rico+and+the+Virgin+Islands&ots=3aQUNIfutz&sig=sM80eMHInG8wSx2ybWFKWE9Cqm8#v=onepage&q=bidentata&f=false"
Manilkara bidentata,,,,,,,NA,,NA,NA,NA,NA,13,SD,NA,NA,3,2,7,SD,NA,NA,2,2,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Forget 2001, Coutant 2022, Roosmalen 2000. Boissier 2020, Oliveira 2000, Baraloto 2007, Anderson 2000, Ratiarison 2011, https://books.google.com/books?hl=en&lr=&id=xJbXTx7c9IUC&oi=fnd&pg=PR9&dq=Common+trees+of+Puerto+Rico+and+the+Virgin+Islands&ots=3aQUNIfutz&sig=sM80eMHInG8wSx2ybWFKWE9Cqm8#v=onepage&q=bidentata&f=false"
Manilkara bidentata,,,,,,,NA,,NA,NA,NA,NA,23.8,SE,NA,NA,0.3,111,13.6,SE,NA,NA,0.1,111,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Forget 2001, Coutant 2022, Roosmalen 2000. Boissier 2020, Oliveira 2000, Baraloto 2007, Anderson 2000, Ratiarison 2011, https://books.google.com/books?hl=en&lr=&id=xJbXTx7c9IUC&oi=fnd&pg=PR9&dq=Common+trees+of+Puerto+Rico+and+the+Virgin+Islands&ots=3aQUNIfutz&sig=sM80eMHInG8wSx2ybWFKWE9Cqm8#v=onepage&q=bidentata&f=false"
Manilkara bidentata,,,,,,,NA,,NA,NA,NA,NA,24.6,SD,NA,NA,0.282842713,2,13.4,None Specified,NA,NA,NA,1,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Forget 2001, Coutant 2022, Roosmalen 2000. Boissier 2020, Oliveira 2000, Baraloto 2007, Anderson 2000, Ratiarison 2011, https://books.google.com/books?hl=en&lr=&id=xJbXTx7c9IUC&oi=fnd&pg=PR9&dq=Common+trees+of+Puerto+Rico+and+the+Virgin+Islands&ots=3aQUNIfutz&sig=sM80eMHInG8wSx2ybWFKWE9Cqm8#v=onepage&q=bidentata&f=false"
Manilkara bidentata,,,,,,,NA,,NA,NA,NA,NA,NA,Range,20,22.5,NA,100,NA,None Specified,12,16,NA,100,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Forget 2001, Coutant 2022, Roosmalen 2000. Boissier 2020, Oliveira 2000, Baraloto 2007, Anderson 2000, Ratiarison 2011, https://books.google.com/books?hl=en&lr=&id=xJbXTx7c9IUC&oi=fnd&pg=PR9&dq=Common+trees+of+Puerto+Rico+and+the+Virgin+Islands&ots=3aQUNIfutz&sig=sM80eMHInG8wSx2ybWFKWE9Cqm8#v=onepage&q=bidentata&f=false"
Manilkara huberi,,Sapotaceae,N,Orange,F,I,1.32,SE,NA,NA,0.06,60,24,None Specified,NA,NA,NA,300,13,None Specified,NA,NA,NA,300,1.13,W,SE,NA,NA,0.01,300,37,None Specified,NA,NA,NA,60,33,None Specified,NA,NA,NA,60,20.5,W,SE,NA,NA,0.6,60,"Chauvet 2004, Ratiarison 2011"
Manilkara huberi,,,,,,,1.6,SE,NA,NA,0.1,93,23.9,SE,NA,NA,0.1,133,13.1,SE,NA,NA,0.1,133,1.16,W,SE,NA,NA,0.01,133,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,27.4,W,SE,NA,NA,0.7,93,"Chauvet 2004, Ratiarison 2011"
Maquira calophylla,"Olmedia calophylla, Olmedioperebea calophylla, Perebea calophylla",Moraceae,N,Yellow,F,I,NA,,NA,NA,NA,NA,21,None Specified,NA,NA,NA,5,16.7,None Specified,NA,NA,NA,5,NA,,,NA,NA,NA,NA,60,None Specified,NA,NA,NA,5,50,None Specified,NA,NA,NA,5,20,D,None Specified,NA,NA,NA,5,Stevenson 2023
Maquira guianensis,"Olmedia guianensis, Olmedia maquira",Moraceae,N,Red,F,I,NA,,NA,NA,NA,NA,10.4,None Specified,NA,NA,NA,1,7.2,None Specified,NA,NA,NA,1,0.22,D,None Specified,NA,NA,NA,0,15,None Specified,NA,NA,NA,0,10,None Specified,NA,NA,NA,0,NA,,,NA,NA,NA,NA,"Berg 1996, Kattge 2011, Selbyana 1978, https://biogeodb.stri.si.edu/bioinformatics/dfm/metas/view/9140"
Marcgravia polyantha,,Marcgraviaceae,N,Red,F,D,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,18,None Specified,NA,NA,NA,12.5,15,None Specified,NA,NA,NA,12.5,2.5,W,None Specified,NA,NA,NA,12.5,Galetti 2011
Maripa janusiana,,Convolvulaceae,N,Green,F,I,1,None Specified,NA,NA,NA,0,11,None Specified,NA,NA,NA,0,8,None Specified,NA,NA,NA,0,NA,,,NA,NA,NA,NA,25,None Specified,NA,NA,NA,0,NA,Range,12,13,NA,0,NA,,,NA,NA,NA,NA,Austin 1973
Maripa peruviana,,Convolvulaceae,N,Yellow,F,I,1,None Specified,NA,NA,NA,5,13,None Specified,NA,NA,NA,5,9.65,None Specified,NA,NA,NA,5,0.29,D,None Specified,NA,NA,NA,5,20,None Specified,NA,NA,NA,5,15,None Specified,NA,NA,NA,5,0.78,D,None Specified,NA,NA,NA,5,Stevenson 2023
Maripa peruviana,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.85,W,None Specified,NA,NA,NA,5,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2.32,W,None Specified,NA,NA,NA,5,Stevenson 2023
Maripa scandens,"Mouroucoa scandens, Ehretia cirrhosa, Ehretia scandens, Lysiostyles cayennensis, Maripa cayennensis, Maripa cordifolia, Maripa erecta, Mouroucoa cayennensis, Mouroucoa cordifolia, Mouroucoa erecta",Convolvulaceae,N,Brown/Gray,F,I,NA,Range,1,2,NA,0,NA,Range,15,22,NA,0,NA,Range,10,15,NA,0,0.63,D,None Specified,NA,NA,NA,0,27.54870588,SD,NA,NA,2.122816783,17,15.87882353,SD,NA,NA,1.323792458,17,NA,,,NA,NA,NA,NA,"Hammond 1995, Kattge 2011, Austin 1973, https://collections-botany.fieldmuseum.org/catalogue/283091"
Maripa scandens,,,,,,,NA,Range,1,2,NA,0,NA,Range,15,22,NA,0,NA,Range,10,15,NA,0,0.26,D,None Specified,NA,NA,NA,17,27.54870588,SD,NA,NA,2.122816783,17,15.87882353,SD,NA,NA,1.323792458,17,NA,,,NA,NA,NA,NA,"Hammond 1995, Kattge 2011, Austin 1973, https://collections-botany.fieldmuseum.org/catalogue/283091"
Maripa scandens,,,,,,,NA,Range,1,2,NA,0,NA,Range,15,22,NA,0,NA,Range,10,15,NA,0,1.78,W,None Specified,NA,NA,NA,17,27.54870588,SD,NA,NA,2.122816783,17,15.87882353,SD,NA,NA,1.323792458,17,NA,,,NA,NA,NA,NA,"Hammond 1995, Kattge 2011, Austin 1973, https://collections-botany.fieldmuseum.org/catalogue/283091"
Matayba elaeagnoides,,Sapindaceae,N,Yellow,D,D,3,None Specified,NA,NA,NA,12.5,11,None Specified,NA,NA,NA,12.5,7,None Specified,NA,NA,NA,12.5,0.5,W,None Specified,NA,NA,NA,12,19,None Specified,NA,NA,NA,12.5,15,None Specified,NA,NA,NA,12.5,5,W,None Specified,NA,NA,NA,35,"Galetti 2011, Rorato 2018, Pizo 2002, Almeida 2019"
Matayba elaeagnoides,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.2604,W,None Specified,NA,NA,NA,1000,15,None Specified,NA,NA,NA,10,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Galetti 2011, Rorato 2018, Pizo 2002, Almeida 2019"
Matisia obliquifolia,"Quararibea obliquifolia, Matisia asymmetrica, Matisia inaequalis, Matisia inaequilatera, Quararibea asymmetrica, Quararibea inaequalis, Quararibea inaequilatera  ",Bombacaceae,N,Green,F,I,5,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,19.1,None Specified,NA,NA,NA,1,NA,,,NA,NA,NA,NA,"Robyns 1964, https://collections-botany.fieldmuseum.org/catalogue/3360139"
Mauritia flexuosa,,Arecaceae,N,Red,F,I,1,None Specified,NA,NA,NA,5,30,SE,NA,NA,1,257,39,None Specified,NA,NA,NA,5,13.84,D,None Specified,NA,NA,NA,17,60,Range,40,70,NA,0,NA,Range,30,50,NA,0,NA,NA,Range,25,40,NA,0,"Stevenson 2023, Hammond 1995, Motta-Junior 2002, Lazure 2010, Lescano 2018, Kissling 2019, Guimarães 2008, Kattge 2011"
Mauritia flexuosa,,,,,,,NA,,NA,NA,NA,NA,NA,Range,30,40,NA,0,NA,Range,20,30,NA,0,17,D,None Specified,NA,NA,NA,0,NA,Range,40,70,NA,0,50,Range,NA,NA,NA,0,55.75,W,SD,NA,NA,1.4,100,"Stevenson 2023, Hammond 1995, Motta-Junior 2002, Lazure 2010, Lescano 2018, Kissling 2019, Guimarães 2008, Kattge 2011"
Mauritia flexuosa,,,,,,,NA,,NA,NA,NA,NA,50,None Specified,NA,NA,NA,5,NA,,NA,NA,NA,NA,26.62,W,SD,NA,NA,0.92,100,51.6,SD,NA,NA,1.83,100,36.32,SD,NA,NA,2.6,100,51.1,W,None Specified,NA,NA,NA,0,"Stevenson 2023, Hammond 1995, Motta-Junior 2002, Lazure 2010, Lescano 2018, Kissling 2019, Guimarães 2008, Kattge 2011"
