Article ID,Full Citation
Pizo 2002,"Pizo, M. A., Silva, W. R., Galetti, M., & Laps, R. (2002). Frugivory in cotingas of the Atlantic Forest of southeast Brazil. Ararajuba, 10(2), 177-185. Retrieved from https://www.researchgate.net/publication/288776225_Frugivory_in_cotingas_of_the_Atlantic_Forest_of_southeast_Brazil"
Polak 1992,"Polak, A. M. (1992). Major timber trees of Guyana a field guide. Neatherlands: Tropenbos Internationals."
Possete 2015,"Possete, R. F. d. S., Mikich, S. B., Hatschbach, G. G., Ribas, O. D. S., & Liebsch, D. (2015). Floristic composition and dispersal syndromes in Araucaria Forest remnants in the municipality of Colombo, Paraná state, Brazil. Check List, 11(5), 1-14. doi:10.15560/11.5.1771"
Prance 1973,"Prance, G. T., & da Silva, M. F. (1973). Caryocaraceae. In M. F. d. S. Ghillean T. Prance (Ed.), Caryocaraceae (Vol. 12, pp. 1-75). New York: New York Botanical Garden Press."
Prance 2003,"Prance, G. T., & Sothers, C. A. (2003). Part 10 Chrysobalanaceae 2. Acioa to Magnistipula. Canberra, Australia: Australian Biological Resources Study."
Proenca 1991,"Proenca, C. E. B. (1991). The reproductive biology and taxonomy of the Myrtaceae of the distrito federal (Brazil). (Doctoral dissertation). University of St. Andrews, MI, USA. Proquest Dissertations and Theses database."
Purbajanti 2016,"Purbajanti, E. D., Setiadi, A., & Roessali, W. (2016). Variability and nutritive compounds of guava (Psidium guajava L.). Indian Journal Of Agricultural Research, 50(3), 273-277. doi:10.18805/ijare.v0iOF.10280"
Queenborough 2005,"Queenborough, S. A. (2005). Coexistence of the Myristicaeae in an Amazonian rain forest. University of Aberdeen, Ann Arbor, Ml. ProQuest LLC database."
Moraes 2014,"Moraes, M. (2014). Palmeras útiles de Bolivia. Las especies mayormente aprovechadas para diferentes fines y aplicaciones. Bolivia: Plural Editores Mocambique."
Raaimakers 1996,"Raaimakers, D., & Lambers, H. (1996). Response to phosphorus supply of tropical tree seedlings: a comparison between a pioneer species Tapirira obtusa and a climax species Lecythis corrugata. New Phytol, 132(1), 97-102. doi:10.1111/j.1469-8137.1996.tb04513.x"
Rabinowitz 1981,"Rabinowitz, D., & Rapp, J. K. (1981). Dispersal abilities of seven sparse and common grasses from a Missouri prairie. American Journal of Botany, 68(5), 616-624. doi:10.1002/j.1537-2197.1981.tb12393.x"
Radford 2010,"Radford, A. E., Ahles, H. E., & Bell, C. R. (2010). Manual of the vascular flora of the Carolinas. Chapel Hill, NC: University of North Carolina Press."
Raga 2011,"Raga, A., de Souza-Filho, M. F., Machado, R. A., Sato, M. E., & Siloto, R. C. (2011). Host ranges and infestation indices of fruit flies (Tephritidae) and lance flies (Lonchaeidae) in São Paulo State, Brazil. The Florida Entomologist, 94(4), 787-794. Retrieved from https://www.jstor.org/stable/23065830"
Ragusa-Netto 2002,"Ragusa-Netto, J. (2002). Fruiting phenology and consumption by birds in Ficus calyptroceras (Miq.) Miq. (Moraceae). Brazilian Journal of Biology, 62(2), 339-346. doi:10.1590/S1519-69842002000200018"
Ramírez et al. 2013,"Ramírez, M. A., Galvis, N. F., Vargas, S. A., Léon, J. J., Cifuentes, E. F., & Stevenson, P. R. (2013). Seed Dispersal by Woolly Monkeys in Cueva de los Guacharos National Park (Colombia): An Amazonian Primate Dispersing Montane Plants. In High Altitude Primates (pp. 103-114)."
Ramírez and Stevenson 2013,"Ramírez, M. A., & Stevenson, P. R. (2013). Why do ateline monkeys disperse seeds? In T. R. Defler, P. R. Stevenson, M. L. Bueno, & D. C. Guzmán-Caro (Eds.), Colombian Primates in Danger of Extinction (pp. 313-331). Bogota, Colombia: Colombian Primatological Association."
Ramirez-Niño 2018,"Ramirez-Niño, M. Á., Jiménez-Forero, J. A., Bernal-Salazar, J. P., & Osorio-Dueñas, M. D. (2018). Characterization of oil extracted from the kernel of the fruit of cumare’s palm (Astrocaryum chambira Barret). Revista Facultad Nacional de Agronomía, 71(1), 8415-8422. doi:10.15446/rfna.v71n1.69589"
Ramos 2004,"Ramos, F. A., Osorio, C., Duque, C., Cordero, C., Aristizábal, F., Garzón, C., & Fujimoto, Y. (2004). Estudio químico de la nuez del marañón gigante (Anacrdium giganteum). Revista de la Acadmia Columbiana de Ciencias, 28(109), 565-575. doi:10.18257/raccefyn.28(109).2004.2117"
Ramos 2020,"Ramos, R. S. (2020). Heisteria Jacq. (Olacaceae) na Amazônia Brasileira. (Master’s thesis). Universidade Federal Rural Da Amazônia, Washington, D.C. International Cataloging in Publications Data database."
Ramya 2012,"Ramya, S., Neethirajan, K., & Jayakumararaj, R. (2012). Profile of bioactive compounds in Syzygium cumini – a review. Journal of Pharmacy Research, 5(8), 4548-4553. doi:10.1039/c8fo00654g"
Rao 1956,"Rao, A. S. (1956). A Revision of Rauvolfia With Particular Reference to the American Species. Annals of the Missouri Botanical Garden, 43(3), 253-354. Retrieved from https://www.jstor.org/stable/2394642"
Raphael 2015,"Raphael, M. B., Chong, K. Y., Yap, V. B., & Tan, H. T. W. (2015). Comparing germination success and seedling traits between exotic and native pioneers: Cecropia pachystachya versus Macaranga gigantea. Plant Ecology, 216(7), 1019-1027. doi:10.1007/s11258-015-0486-4"
Ratiarison 2005,"Ratiarison, S., & Forget, P.-M. (2005). Frugivores and seed removal at Tetragastris altissima (Burseraceae) in a fragmented forested landscape of French Guiana. Journal of Tropical Ecology, 21(5), 501-508. doi:10.1017/s0266467405002518"
Ratiarison 2011,"Ratiarison, S., & Forget, P.-M. (2011). Fruit availability, frugivore satiation and seed removal in 2 primate-dispersed tree species. Integrative Zoology, 6(3), 178-194. doi:10.1111/j.1749-4877.2011.00243.x"
Rauber 2021,"Rauber, C. R., Toderke, M. L., Zini, A. d. S., Lima, L. C. P., Caxambu, M. G., Salas, R. M., . . . Temponi, L. G. (2021). Synopsis of Rubiaceae from the Iguaçu National Park, Paraná, Brazil. Rodriguésia, 72. doi:10.1590/2175-7860202172049"
Reynolds 1950,"Reynolds, G. W. (1950). The aloes of South Africa. Johannesburg, South Africa: Aloes of SA Book Fund."
Reys 2009,"Reys, P., Sabino, J., & Galetti, M. (2009). Frugivory by the fish Brycon hilarii (Characidae) in western Brazil. Acta Oecologica, 35(1), 136-141. doi:10.1016/j.actao.2008.09.007"
Ribeiro 2016,"Ribeiro, R. C., Figueiredo, M. L. N., Picorelli, A., Oliveira, D. M. T., & Silveira, F. A. O. (2016). Does seed coat structure modulate gut-passage effects on seed germination? Examples from Miconieae DC. (Melastomataceae). Seed Science Research, 26(2), 139-147. doi:10.1017/s0960258516000064"
Rich 1986,"Rich, P. M. (1986). Mechanical architecture of arborescent rain forest palm. Principes, 30(3), 117-131. Retrieved from https://www.researchgate.net/publication/237382490_Mechanical_Architecture_of_Arborescent_Rain_Forest_Palms"
Melo 2015,"Melo, R. B. d., Franco, A. C., Silva, C.O., Piedade, M. T. F., & Ferreira, C. S. (2015). Seed germination and seedling development in response to submergence in tree species of the Central Amazonian floodplains. AoB Plants, 7. doi:10.1093/aobpla/plv041"
Rivera 2014,"Rivera, L. E., Peãuela, M. C., & Moreno, F. (2014). Intra annual seed production and availability of two morphotypes of Brosimum rubescens taubert in forests of the Colombian Amazon. Biota Neotropica, 14(4). doi:10.1590/1676-06032014007313"
Rivett 2016,"Rivett, S. L., Bicknell, J. E., & Davies, Z. G. (2016). Effect of reduced-impact logging on seedling recruitment in a neotropical forest. Forest Ecology and Management, 367, 71-79. doi:10.1016/j.foreco.2016.02.022"
Robyns 1964,"Robyns, A. (1964). Flora of Panama. Part VI. Family 116. Bombacaceae. Annals of the Missouri Botanical Garden, 51, 37-68. doi:10.2307/2394901"
Rocas 2004,"Rocas, A. N. (2004). Pouteria sapota (Jacq.) H.E. Moore 7 Stearn. In J. A. Vozzo (Ed.), Tropical tree seed manual. Washington DC: U.S. Department of Agriculture, Forest Service."
Rodrigo 2003,"Rodrigo, M. J., Marcos, J. F., Alferez, F., Mallent, M. D., & Zacarias, L. (2003). Characterization of Pinalate, a novel Citrus sinensis mutant with a fruit-specific alteration that results in yellow pigmentation and decreased ABA content. Journal of Experimental Botany, 54(383), 727-738. doi:10.1093/jxb/erg083"
Rodrigues 2021,"Rodrigues, J. K., Cavalcanti, J. H. F., Silva, P. O., de Lima e Borges, E. E., Junior, A. d. R. N., & Gonçalves, J. F. d. C. (2021). Unraveling relationships of prompt germination among four species of Inga Mill detected by morpho-anatomical and histochemical traits. Flora, 285. doi:10.1016/j.flora.2021.151941"
Rodrigues 2006,"Rodrigues, R. B., Lichtenthäler, R., Zimmermann, B. F., Paragiannopoulos, M., Fabricius, H., & Marx, F. (2006). Total oxidant scavenging capacity of Euterpe oleracea Mart. (Ac¸aı´) seeds and identification of their polyphenolic compounds. Journal of Agricultural and Food Chemistery, 54, 4162−4167. doi:10.1021/jf058169p"
Roeder 2013,"Roeder, M., Ferraz, I. D., & Holscher, D. (2013). Seed and Germination Characteristics of 20 Amazonian Liana Species. Plants (Basel), 2(1), 1-15. doi:10.3390/plants2010001"
Souza 2006,"Souza, R. P. d., & Válio, I. F. M. (2006). Seed size, seed germination, and seedling survival of Brazilian tropical tree species differing in successional status. Biotropica, 33(3), 447-457. doi:10.1111/j.1744-7429.2001.tb00198.x"
Rogers 1984,"Rogers, G. K. (1984). Gleasonia, Henriquezia, and Platycarpum (Rubiaceae). In Flora Neotropica (Vol. 39, pp. 1-134). Bronx, NY: The New York Botanical Garden."
Montes 2014,"Montes, C., Teràn, V. F., Zuñiga, R. A., & Caldón, Y. E. (2014). Morphological discription of Bromelia karatas, a promissing genetical ressource for the Patia Vallez, Cauca, Columbia. Biotecnología en el Sector Agropecuario y Agroindustrial, 12(1), 62-70. Retrieved from https://www.researchgate.net/publication/317504182_MORPHOLOGICAL_DESCRIPTION_OF_Bromelia_karatas_A_PROMISSING_GENETICAL_RESSOURCE_FOR_THE_PATIA_VALLEZ_CAUCA_COLOMBIA"
Rojas 1998,"Rojas, C. B. d., & D'Arcy, W. G. (1998). The Genera Cestrum and Sessea (Solanaceae: Cestreae) in Venezuela. Annals of the Missouri Botanical Garden, 85(2), 272-351. Retrieved from https://www.jstor.org/stable/2992010"
Romero-González 2015,"Romero-González, G. A., & Aymard, G. (2015). ReconsideringStrychnos gubleri(Loganiaceae). Harvard Papers in Botany, 20(1), 29-37. doi:10.3100/hpib.v20iss1.2015.n3"
Ronchi-Teles 2011,"Ronchi-Teles, B., Dutra, V. S., & Silva, J. G. (2011). Host plant of Anastrepha pulchra (Diptera: Tephritidae) in Central Amazon, Brazil—Mistaken identity resolved. Florida Entomologist, 94(3), 719-720. doi:10.1653/024.094.0347"
Roosmalen 2000,"Roosmalen, M. G. M. V., & Garcia, O. M. d. C. G. (2000). Fruits of the Amazonian forest. Part II: Sapotaceae. Acta Amazonica, 30(2), 187-290. doi:10.1590/1809-43922000302290"
Roque 2009,"Roque, F., Hay, J. D. V., & Tidon, R. (2009). Breeding sites of drosophilids (Diptera) in the Brazilian Savanna. I. Fallen fruits of Emmotum nitens (Icacinaceae), Hancornia speciosa (Apocynaceae) and Anacardium humile (Anacardiaceae). Revista Brasileira de Entomologia, 53(2), 308–313. doi:10.1590/S0085-56262009000200016"
Rorato 2018,"Rorato, D., Araujo, M., Dutra, A., Turchetto, F., Tabaldi, L., & Mieth, P. (2018). Seed Analysis and Seedling Production of Matayba elaeagnoides Radlk. Floresta e Ambiente, 25(2). doi:10.1590/2179-8087.004316"
Rosa 2019,"Rosa, T. L. M., Araujo, C. P. d., Alexandre, R. S., Schmildt, E. R., & Lopes, J. C. (2019). Biometry and genetic diversity of paradise nut genotypes (Lecythidaceae). Pesquisa Agropecuária Brasileira, 54. doi:10.1590/s1678-3921.pab2019.v54.00240"
Roselin 2022,"Roselin, C., & Parameshwari, S. (2022). A systematic review on the materialistic use of Pithecellobium dulce in food formulations. Materials Today: Proceedings, 66, 996-1001. doi:10.1016/j.matpr.2022.04.779"
Rossi 2007,"Rossi, A., Rigano, D., Pergola, C., Formisano, C., Basile, A., Bramanti, P., . . . Sautebin, L. (2007). Inhibition of inducible nitric oxide synthase expression by an acetonic extract from Feijoa sellowiana Berg. fruits. Journal of Agricultural and Food Chemistery, 55(13), 5053-5061. doi:10.1021/jf070510d"
Runk 1998,"Runk, J. V. (1998). Productivity and sustainability of a vegetable ivory palm ( Phytelephas aequatorialis, arecaceae) under three management regimes in Northwestern Ecuador. Economic Botany, 52(2), 168-182. doi:10.1007/BF02861205"
Russo 1992,"Russo, S. E. (1992). Linking spatial patterns of seed dispersal and plant recruitment in a neotropical tree, Virola calophylla (Myristicaceae). (Doctoral dissertation). University of Illinois at Urbana-Champaign, Urbana, IL. ProQuest database."
A. C. A. Salamanca 2021,"Salamanca, A. C. A. (2021). Diversidad y usos de especies de cucurbitáceas (Cucurbitaceae) silvestres y cultivadas en el departamento de Casanare Orinoquia Colombiana. (Unpublished undergrad thesis). Universidad de la Salle, Columbia."
L. M. G. Salamanca 2021,"Salamanca, L. M. G. (2021). Un acercamiento holístico a la frugivoría en árboles premontanos del municipio de medina, cundinamarca. (Undergrad Thesis). Universidad El Bosque, Bogotá, Colombia."
Salazar 2011,"Salazar, A., Goldstein, G., Franco, A. C., & Miralles-Wilhelm, F. (2011). Timing of seed dispersal and dormancy, rather than persistent soil seed-banks, control seedling recruitment of woody plants in Neotropical savannas. Seed Science Research, 21(2), 103-116. doi:10.1017/s0960258510000413"
Sánchez 2013,"Sánchez, B. J. J. A. L., Br. Allison Licett Nuñez (2013). Caracteristícas de frutos consumidos por Saguinus nigrifons (primates - callitrichidae), en la estación biológica quebrada blaco, loreto perú. (Unpublished undergrad thesis). Universidad Nacional de la Amazonía Peru, Peru."
Ratiarison 2013,"Ratiarison, S., & Forget, P.-M. (2013). The role of frugivores in determining seed removal and dispersal in the neotropical nutmeg. Tropical Conservation Science, 6(5), 690-704."
Sandwith 1931,"Sandwith, N. Y. (1931). Contributions to the flora of tropical America. IV. & V. Bulletin of Miscellaneous Information (Royal Botanic Gardens, Kew), 1, 46-61. Retrieved from https://www.jstor.org/stable/4102590"
Sandwith 1933,"Sandwith, N. Y. (1933). Contributions to the flora of tropical America: XVI. Royal Botanic Gardens, Kew, 1933(7), 323-339. doi:doi.org/10.2307/4113561"
Santamaria-Aguilar 2019,"Santamaria-Aguilar, D., Aguilar, R., & Lagomarsino, L. P. (2019). A taxonomic synopsis of Virola (Myristicaceae) in Mesoamerica, including six new species. PhytoKeys, 134, 1-82. doi:10.3897/phytokeys.134.37979"
Santos 2021,"Santos, A. F., do Carmo, A. A. O., Harthman, V. C., Romagnolo, M. B., & Souza, L. A. (2021). Can fruit ontogenetic features prove to be an important tool in the circumscription of Psychotrieae alliance? Australian Systematic Botany, 34(6), 527-540. doi:10.1071/sb20020"
Santos 2018,"Santos, K. L. d., Donazzolo, J., Guries, R. P., Peroni, N., & Nodari, R. O. (2018). Participatory research with Acca sellowiana: stimulating the breeding process for a native fruit species. Agroecology and Sustainable Food Systems, 42(4), 432-447. doi:10.1080/21683565.2017.1373383"
Sarmento 2015,"Sarmento, S. F. (2015). Diversidade de Rubiaceae juss. na serra de Santa Catarina Paraíba, Brasil. (Unpublished undergrad thesis). Universidade Federal de Campina Granda, Brazil."
Sautu 2004,"Sautu, A. E. (2004). Ecology, morphology, and germination physiology of tree forest in the Panama canal watershed, with special referance to seed domancy classes along a precipitation gradient. (Master's thesis). University of Kentucky, Kentucky, US. UKnowledge database."
Scandaliaris 2013,"Scandaliaris, M., Arias, C. V., Molinelli, M. L., Lovey, R. J., Perissé, P., & Perez, V. M. (2013). Caracterización morfoanatómica de fruto, semilla y plántula de Desmodium incanum DC. (Fabaceae: Faboideae: Desmodieae). Arnalda, 20(1), 45-58. Retrieved from https://rdu.unc.edu.ar/handle/11086/24410"
Schaefer 2006,"Schaefer, H. M., & Schaefer, V. (2006). The fruits of selectivity: how birds forage on Goupia glabra fruits of different ripeness. Journal of Ornithology, 147(4), 638-643. doi:10.1007/s10336-006-0089-x"
Schaefer 2003,"Schaefer, H. M., Schmidt, V., & Winkler, H. (2003). Testing the defence trade‐off hypothesis: how contents of nutrients and secondary compounds affect fruit removal. Oikos, 102(2), 318-328. doi:10.1034/j.1600-0706.2003.11796.x"
Schnittler 2002,"Schnittler, M., & Stephenson, S. L. (2002). Inflorescences of neotropical herbs as a newly discovered microhabitat for Myxomycetes. Mycologia, 94(1), 6-20."
Schultes 1943,"Schultes, R. E. (1943). Plantae Austro-Americanae: - I : novae notiones conjuctionesque generak Harrana. Caldasia, 2(6), 11-26. Retrieved from https://www.jstor.org/stable/43405799"
Semirian 2017,"Semirian, C. A., & Isolde, D. K. F. (2017). Seed quality evaluation by tetrazolium staining during a desiccation study of the recalcitrant seeds of Carapa guianensis Aubl. and Carapa surinamensis Miq. - Meliaceae. African Journal of Agricultural Research, 12(12), 1005-1013. doi:10.5897/ajar2016.11854"
Sganzerla 2020,"Sganzerla, W. G., Rosa, G. B., Ferreira, A. L. A., da Rosa, C. G., Beling, P. C., Xavier, L. O., . . . de Lima Veeck, A. P. (2020). Bioactive food packaging based on starch, citric pectin and functionalized with Acca sellowiana waste by-product: Characterization and application in the postharvest conservation of apple. International Journal of Biological Macromolecules, 147, 295-303. doi:10.1016/j.ijbiomac.2020.01.074"
Shibata 2013,"Shibata, M., Coelho, C. M. M., & Steiner, N. (2013). Physiological quality of Araucaria angustifolia seeds at different stages of development. Seed Science and Technology, 41, 214-224."
Shiels 2010,"Shiels, A. B., & Drake, D. R. (2010). Are introduced rats (Rattus rattus) both seed predators and dispersers in Hawaii? Biological Invasions, 13(4), 883-894. doi:10.1007/s10530-010-9876-7"
Shukla 2007,"Shukla, V. K. S., & Jensen, O. H. (2007). Fatty composition and tocopherol content of Amazonian palm oils. Journal of Food Lipids, 3(2), 149-154. doi:10.1111/j.1745-4522.1996.tb00062.x"
Siliprandi 2016,"Siliprandi, N. C., Nogueira, E. M., Toledo, J. J., Fearnside, P. M., & Nascimento, H. E. (2016). Inter-site variation in allometry and wood density of Goupia glabra Aubl. in Amazonia. Brazilian Journal Biology, 76(1), 268-276. doi:10.1590/1519-6984.22514"
Silitonga 2012,"Silitonga, A. S., Mahlia, T. M. I., Masjuki, H. H., & Ong, H. C. (2012). Ceiba pentandra: a feasible non-edible oil source from biodiesel production. IGEC-DCCE, 110."
Silva 2011,"Silva, A. M., & Melo, C. d. (2011). Frugivory and seed dispersal by the Helmeted Manakin (Antilophia galeata) in forests of Brazilian Cerrado. Ornitologia Neotropical, 22, 69-77."
Silva 2003,"Silva, B. R. (2003). Contributions to the understanding of Andean and Amazonian aechmea subgenus Chevaliera (Bromeliaceae). Selbyana, 24(1), 46-63. Retrieved from https://www.jstor.org/stable/41750956"
Silva 2013,"Silva, d. O., & Gisele, W. (2013). A família Xyridaceae no município de Mucugê, BA, Brasil. Hoehnea, 40(1), 51-76. doi:https://doi.org/10.1590/S2236-89062013000100002"
Silva 2022,"Silva, M. V. C. C. d., Sousa, L. M. d., Ribeiro, R. d. T. M., Soares Neto, R. L., & Loiola, M. I. B. (2022). Flora of Ceará, Brazil: Rhamnaceae. Rodriguésia, 73. doi:10.1590/2175-7860202273110"
Silva 2020,"Silva, W. R., Zaniratto, C. P., Ferreira, J. O. V., Rigacci, E. D. B., Oliveira, J. F., Morandi, M. E. F., . . . Hampe, A. (2020). Inducing seed dispersal by generalist frugivores: a new technique to overcome dispersal limitation in restoration. Journal of Applied Ecology, 57(12), 2340-2348. doi:10.1111/1365-2664.13731"
Silva-Gonçalves 2014,"Silva-Gonçalves, K. C., Baumgratz, J. F. A., & Nunes-Freitas, A. F. (2014). Melastomataceae in a continental Atlantic Forest island from southeastern Brazil. Phytotaxa, 183(2), 61-92. doi:10.11646/phytotaxa.183.2.1"
Silveira 2012,"Silveira, F. A. O., Mafia, P. O., Lemos-Filho, J. P., & Fernandes, G. W. (2012). Species-specific outcomes of avian gut passage on germination of Melastomataceae seeds. Plant Ecology and Evolution, 145(3), 350-355. doi:10.5091/plecevo.2012.706"
Silvestre 2016,"Silvestre, S. M., da Rocha, P. A., da Cunha, M. A., Santana, J. P., & Ferrari, S. F. (2016). Diet and seed dispersal potential of the white-lined bat, Platyrrhinus lineatus (E. Geoffroy, 1810), at a site in northeastern Brazil. Studies on Neotropical Fauna and Environment, 51(1), 37-44. doi:10.1080/01650521.2016.1151244"
Pereira 2011,"Pereira, S. R., Giraldelli, G. R., Laura, V. A., & Souza, A. L. T. d. (2011). Tamanho de frutos e de sementes e sua influência na germinação de jatobá-do-cerrado (Hymenaea stigonocarpa var. stigonocarpa mart. ex hayne, leguminosae – caesalpinoideae). Revista Brasileira de Sementes, 33(1), 141-148."
Silvius 2002,"Silvius, K. M. (2002). Spatio-temporal patterns of palm endocarp use by three Amazonian forest mammals: granivory or ‘grubivory’? Journal of Tropical Ecology, 18(5), 707-723. doi:10.1017/s0266467402002468"
Simoes 2002,"Simoes, A. O., & Kinoshita, L. S. (2002). The Apocynaceae S. Str. of the Carrancas region, Minas Gerais, Brazil. Darwiniana, 10, 127-169. Retrieved from https://www.jstor.org/stable/23225171?seq=1&cid=pdfreference#references_tab_contents"
Simpson 2006,"Simpson, D. A. (2006). Flora da reserva Ducka, Amazonas, Brasil: Cyperaceae. Rodriguésia, 52(2), 171-188. doi:doi.org/10.1590/2175-7860200657204"
León 2020,"León, D. C. S., Ortíz, D. K. R., & González, D. F. J. (2020). Sensory approach and chiral analysis for determination of odour active compounds from feijoa (Acca sellowiana). Food Chem, 317, 126383. doi:10.1016/j.foodchem.2020.126383"
Smith 1938 (Virola),"Smith, A. C. (1938). Virola. Brittonia, 2(5), 453-509. doi:10.2307/2804799"
Smith 1938 (Iryanthera),"Smith, A. C. (1938). Iryanthera. New York Botanical Garden Press, 2(5), 424-451. doi:10.2307/2804803"
Smith 1940 (Salacia),"Smith, A. C. (1940). Salacia. Brittonia, 3(3), 423-463. doi:10.2307/2804633"
Smith 1940 (Peritassa),"Smith, A. C. (1940). Peritassa. Brittonia, 3(3), 502-525. doi:10.2307/2804635"
Smith 2016,"Smith, N. P., Mori, S. A., Siqueira, G. S., & Folli, D. A. (2016). Lecythis marcgraaviana (Lecythidaceae), an overlooked species from Eastern Brazil. Kew Bulletin, 71(1). doi:10.1007/s12225-016-9626-9"
Smith 2008,"Smith, S. Y., Collinson, M. E., & Rudall, P. J. (2008). Fossil cyclanthus (cyclanthaceae, pandanales) from the eocene of Germany and England. American Journal of Botany, 95(6), 688-699. doi:10.3732/ajb.2007390"
Soares 2013,"Soares, M. L., Mayo, S. J., & Gribel, R. (2013). A preliminary taxonomic revision of Heteropsis (Araceae). Systematic Botany, 38(4), 925-974. doi:10.1600/036364413x674715"
Soares 1994,"Soares, R. C. (1994). Factors affecting post-dispersal seed and seedling survival of common tree species in the Amazon forest. (Doctoral dissertation). Duke University, MI, USA. UMI database."
Soares 2021,"Soares, V. C., Daibes, L. F., Damasceno-Junior, G. A., & De Lima, L. B. (2021). Water immersion and one-year storage infuence seed germination of Copernicia alba palm tree from a neotropical wetland. Research Square. doi:10.21203/rs.3.rs-669351/v1"
Sousa 2013,"Sousa, L. A., Bautista, H. P., & Jardim, J. G. (2013). Diversidade florística de Rubiaceae na Serra da Fumaça – complexo de Serras da Jacobina, Bahia, Brasil. Biota Neotropica, 13(3), 289-313. doi:10.1590/S1676-06032013000300031"
Souza 2014,"Souza, I. M., Funch, L. S., & de Queiroz, L. P. (2014). Morphological analyses suggest a new taxonomic circumscription for Hymenaea courbaril L. (Leguminosae, Caesalpinioideae). PhytoKeys(38), 101-118. doi:10.3897/phytokeys.38.7408"
Smith 2007,"Smith, S. D., & Baum, D. A. (2007). Systematics of Iochrominae (Solanaceae): patterns in floral diversity and interspecific crossability. Acta Horticulturae, 745, 241-254."
Steven 1994,"Steven, D. d. (1994). Tropical tree seedling dynamics: recruitment patterns and their population consequences for three canopy species in Panama. Journal of Tropical Ecology, 10(3), 369-383. doi:10.1017/S0266467400008038"
Stevens 1957,"Stevens, O. A. (1957). Weights of seeds and numbers per plant. Weeds, 5(1), 46-55. doi:10.2307/4040327"
Stevenson 2002,"Stevenson, P. R. (2002). Frugivory and seed dispersal by woolly monkeys at Tinigua National Park, Colombia. (Doctoral dissertation). Stony Brook, New York, USA. ProQuest Information and Learning database."
Stevenson 2007,"Stevenson, P. R. (2007). Estimates of the number of seeds dispersed by a population of primates in a lowland forest in Western Amazonia. In Seed dispersal: theory and its application in changing the world (Vol. 15, pp. 340-364). UK: CAB International."
Stevenson 2021,"Stevenson, P. R., Cardona, L., Cardenas, S., & Link, A. (2021). Oilbirds disperse large seeds at longer distance than extinct megafauna. Scientific Reports, 11(1), 420. doi:10.1038/s41598-020-79280-4"
Stevenson 2017,"Stevenson, P. R., Cardona, L. M., Acosta‐Rojas, D. C., Díaz, F. H., & Cárdenas, S. (2017). Diet of oilbirds (Steatornis caripensis) in Cueva de Los Guácharos National Park (Columbia): temporal variation in fruit consumption, dispersal, and seed morphology. Ornitologia Neotropical, 28, 295–307. doi:10.58843/ornneo.v28i0.243"
Stevenson et al. 2002,"Stevenson, P. R., Castellanos, M. C., Pizarro, J. C., & Garavito, M. (2002). Effects of seed dispersal by three Ateline Monkey apecies on seed germination at Tinigua National Park, Colombia. International Journal of Primatology, 23(6), 1187-1204. doi:10.1023/A:1021118618936"
Stevenson et al. 2005,"Stevenson, P. R., Link, A., & Ramírez, B. H. (2005). Frugivory and seed fate in Bursera inversa (Burseraceae) at Tinigua Park, Colombia: Implications for primate conservation1. Biotropica, 37(3), 431-438. doi:10.1111/j.1744-7429.2005.00057.x"
Stevenson 2005,"Stevenson, P. R., Pineda, M., & Samper, T. (2005). Influence of seed size on dispersal patterns of wolly monkeys (Lagothrix lagothricha) at Tinigua Park, Colombia. Oikos, 110, 435-440. doi:10.1111/j.0030-1299.2005.12898.x"
Stevenson 2008,"Stevenson, P. R., & Vargas, I. N. (2008). Sample size and appropriate design of fruit and seed traps in tropical forests. Journal of Tropical Ecology, 24(1), 95-105. doi:10.1017/s0266467407004646"
Steyermark 1987,"Steyermark, J. A. (1987). Flora of the Venezuelan Guayana-III. Annals of the Missouri Botanical Garden, 1987, 74(3), 609-658. doi:10.2307/2399329"
Stone 2005,"Stone, A. I. (2005). Foraging ontogeny is not Linked to delayed maturation in squirrel monkeys (Saimiri sciureus). Ethology, 112(2), 105-115. doi:10.1111/j.1439-0310.2005.01121.x"
Strother 1993+,"Strother, J. L. (1993+). Ambrosia. In F. o. N. A. E. Committee (Ed.), Flora of North America (Vol. 21, pp. 3-25)."
Foster 1985,"Foster, S. A., & Janson, C. H. (1985). The relationship between seed size and establishment conditions in tropical woody plants. Ecology, 66(3), 773-780."
Svobodova 2006,"Svobodova, B. (2006). Antimicrobial activity of Peruvian medicinal plants. (Unpublished master's thesis). Charles University, Czech Republic."
Tathiana 2016,"Tathiana, E. M., Daiane, M. D., Silvana, d. P. Q. a. o. S., & Larissa, F. B. (2016). Storage of Alibertia edulis seeds: Influence of water content and storage conditions. African Journal of Agricultural Research, 11(18), 1646-1655. doi:10.5897/ajar2016.10871"
Taylor 2014,"Taylor, B., Ickes, K., & DeWalt, S. J. (2014). Seed removal by an introduced scatter-hoarder on a Caribbean Island. Caribbean Journal of Science, 48(1), 9-17. doi:10.18475/cjos.v48i1.a3"
Taylor 2021,"Taylor, C. M., & Berger, A. (2021). Rubiacearum Americanarum Magna Hama Pars XLIX: Overview of the Neotropical Genus Tournefortiopsis (Guettardeae), With Some New Species and Subspecies. Novon, A Journal for Botanical Nomenclature, 29, 227-265. doi:10.3417/2021641"
